what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631881345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1362631881439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631884781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631895083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1362631895205
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1362631899093
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1362631899093
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1362631899094
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1362631899124
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1362631899142
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1362631899157
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1362631899159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631899596
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1362631899979
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1362631900053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631915371
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1362631915475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631918534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631919984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1362631920174
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1362631920758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631921187
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1362631922161
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1362631926023
started,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1362631930903
started,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1362631930903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631934759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.cocoa.closeDialog",1362631934770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1362631934870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631935993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631975573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362631979255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632010291
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1362632010423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632012160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632013821
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1362632015973
error,log,,,"Provisioning exception",1362632015988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632016399
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1362632021024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632032603
error,log,,,"Provisioning exception",1362632057606
error,log,,,"Some sites could not be found.  See the error log for more detail.",1362632057608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632086004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632097228
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1362632102002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632147327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1362632225581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362632225709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1362632265645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632265983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632421377
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1362632421476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632422801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632426559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1362632426673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632430314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632631717
error,log,,,"Provisioning exception",1362632634818
error,log,,,"Provisioning exception",1362632634819
error,log,,,"Provisioning exception",1362632634821
error,log,,,"Provisioning exception",1362632634822
error,log,,,"Provisioning exception",1362632634831
error,log,,,"Provisioning exception",1362632634833
error,log,,,"Some sites could not be found.  See the error log for more detail.",1362632634834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632635099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632637090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1362632645254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362632645453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362632646190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632792885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.cocoa.closeDialog",1362632792897
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1362632792994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632793512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632794450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632794946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632797440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632797738
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362632798257
stopped,bundle,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"org.scala-ide.sdt.core",1362632799389
stopped,bundle,org.scala-ide.sdt.aspects,2.0.0.v-2_09-201112200102-82421c5,"org.scala-ide.sdt.aspects",1362632799389
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1362632799389
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,21.0.0.v201210310015-519525,"overlay.com.android.ide.eclipse.adt.overlay",1362632799389
stopped,bundle,com.android.ide.eclipse.ndk,21.0.1.v201212060256-543035,"com.android.ide.eclipse.ndk",1362632799389
stopped,bundle,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.adt",1362632799389
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1362632799389
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1362632799389
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1362632799389
stopped,bundle,org.eclipse.zest.dot.ui,2.0.0.201208101920,"org.eclipse.zest.dot.ui",1362632799389
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1362632799389
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1362632799389
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1362632799389
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1362632799389
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1362632799389
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1362632799389
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1362632799389
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1362632799389
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1362632799390
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1362632799390
